Text,Label
"No comm   ts, very good story. Everything is unmarkable.thanks to all artist.",encouraging hope
Script edde barele..punch bodu...10 nimisha andala malleji.thelithd sayyodu ancha ippodu,blended hope
"Kudla, yereg ee video pura roast ayna tikknd"", ""Next song : Pooki Maya",uninvolved
Masth spr song,encouraging hope
Aulu eipuna malu,uninvolved
@Mastergaming-be8eu  heavy memes tupe bro,uninvolved
Aye ಚಡ್ಡಿಲ paduje,discouraging hope
Yan eeth dina ode poditte,uninvolved
Rakshitha eridu jasthi fans ವಿಕಾಸ್ gu ಉಲ್ಲೆರ್,uninvolved
Pless Full movi padle,discouraging hope
Nagavallig praya atendend,blended hope
ಸತ್ಯ ಪನ್ಪೆ... ಕಡೇಕ್ ಬೋರಾಂಡ್...ಪರ ಜೋಕ್ ಬೊಡ್ಚಿತ್ತ್ಂಡ್,discouraging hope
Superb comedy jai namma tv & tulu nadu,encouraging hope
In tulunadu pukuli means gand,uninvolved
ಈರನ ಕುಜಲ್ ಪೋಯಿನ ಎಂಚಂದು ಇತ್ತೇ ಗೊತ್ತಂಡ್... 😁😁😁,uninvolved
Kane Kate serial please continue,discouraging hope
Daye enchina concept manpuvar,uninvolved
Pukka Dev police  thood past poyer,uninvolved
Overact jaasthi aand,discouraging hope
Yer poora 2021d e song kenondu ullara .onji like korle mulpa,encouraging hope
Koti chennaya na akka paddin er avvu??,uninvolved
ಆಂಡ ಮೂಲು ಕುಡ್ಲದಕ್ಲೆಗ್ ಪುಕುಲಿಡು ಕುಸಾಲ್ ಮಾರ್ರೆ,blended hope
Modigh vote padle next boka nadtonde podu,blended hope
ಸೂಪರ್. ದುಂಬುದ ನಾಟಕ ನೇ ಪೊರ್ಲು,blended hope
Suprrrr 3 kukkku chotu,discouraging hope
Tupene banga ga ayita la att  Add,uninvolved
"ತುಲುವೆರೆ ಆಟಿಗ್ ಮಾತೆರ್ಲ ಬಲೆ

 #JaiTulunad #Kudla #Mangalore #TuluvereAati #Aati 
#ತುಲುವೆರೆಆಟಿ
#ಆಟಿ
#ಜೈತುಲುನಾಡ್ ",uninvolved
Tamil t minnale 2 barpundu,uninvolved
Comedy masth shokundu,encouraging hope
   ch   e nanala telipale bokka mast award la detoni all best ....keep smile,encouraging hope
Er daye ouvar acting malpuva,discouraging hope
Yereg avu ye kirikiri 😂😂,uninvolved
Next news santu and arpith ottige manpule 🤣🤣👍👍👍,uninvolved
Yedde comedy supper athende,encouraging hope
Kalvana acting super,discouraging hope
ಒಂಜಿ ನಿಮಿಷ ನಾಟಕ ಅಪ್ಲೋಡ್ ಮಾಡಿ ಪ್ಲೀಸ್,encouraging hope
Yamana voice change avodu etthnd,blended hope
Saav the bgm,discouraging hope
Isse isse 'Breaking the news' dha title pudhar edde uppuji dhayeg ancha,blended hope
Feelings for everyone Kand karte dharavahi,blended hope
Beautiful & clean comedy.mogul yepala porlu act malpuwer.Pushparaj tulunadda star.,encouraging hope
yeeth \xa0mata \xa0drinks undu \xa0pandh \xa0praviner \xa0 pandina \xa0 superb...,uninvolved
Kori sukka unda😅,uninvolved
ತೆಲ್ತ್ ತೆಲ್ತ್  ದ್ ಸಾಕಾಂಡ್ ....ಕನ್ನಡಗ್ ಮಾಲೆ ಪಾಡ್ ನೆ ಎಡ್ಡೆ RIP KANNADA,blended hope
ಈ ನಾಯಿ ಡ ಬಲ್ಲಿಯಪ್ಪಾ,discouraging hope
Marks korpinakale poora marl...,blended hope
yennala dodda erlekane uller appe..... er matra spr,encouraging hope
ಏರೆಗ್ ಮಾತ ಪುಕುಲಿ ದ ಮೆನಪು ಬತ್ತ್ಂಡ್ 😂,uninvolved
Pilibail yamunakka full movie please,encouraging hope
ಸುಂದರ ಬಂಗಾಡಿ erna big fan supr comdy sir supr .,encouraging hope
"""Arlind atth maare, Arvind""",uninvolved
11 minutes  film mugind 😀😀😀,uninvolved
Sprb ..sir.....niklna comedy.. especially..aa song...,encouraging hope
Bloopers jasthi padle pls......,discouraging hope
Baari yedde aathndu...,encouraging hope
Yerandala ayag onjii pukuli korlee,uninvolved
Namma urda.. Namma Nirda ...,uninvolved
Papa marre merna pukuli Maya ge...  Aittha photo ittnda korle nadre easy apund 🤣😂....,uninvolved
Ohhh santu g  la poppa ullera !!!!!,uninvolved
Mattuda ponne ninna guttu yan tinondene,uninvolved
Daayena eath laik da film n la unlike manpvar,encouraging hope
Full movie yepa barpundu,uninvolved
Super masth comedy,encouraging hope
Daada avsthe maare! Pukli maaya ge,uninvolved
Salman g mini tulu baidundu ball dethondu saiduve ......... super MIK,blended hope
"""Good act by 30 lakhs bag holder, not Deepak, overacting malpere balli""",blended hope
"ಕೊಂಚಾಡಿಡ್ ನಡತಿನ ಬಲೆ‌ ತುಲು ಲಿಪಿ ಕಲ್ಪುಗ ಕಜ್ಜಕೊಟ್ಯ

#ಕೊಂಚಾಡಿ

#TuluScriptLearningClass
#BTLK #BaleTuluLipiKalpuga
#TuluScript #TuluLipi #TuluBaravu #TuluBarahu #JaiTulunad #TuluAcademy #Tulunad #Konchadi #Kudla ",uninvolved
Musth laik athnd prasamsha team,encouraging hope
Santhu nu ora thojapale mare😜😂😂,uninvolved
Dayeg eth telipavr marre,blended hope
9 episode onduu,blended hope
ಓಲೆ ಓಧುನಾಯೆ ಗೊದ್ದೆನ,blended hope
Hemmela &mummela super super,encouraging hope
Hahaha soooper #renitascookingandartwall,encouraging hope
Awesome concept & purakana act super athnd,encouraging hope
ನವೀನ್ ಪಡಿಲ್ ಸುಪರ್ ಕಾಮಿಡಿ,encouraging hope
"""ಉಂಬೆನ ಪುಕಲಿಡ್, ಲೈಕ್ ಡ್ದ್ ಜಾಸ್ತಿ ಕಮೆಂಟ್ ಆಪುಂಡಾ ಅಂದ್..😂😂😂😂😂😂😂😂😂😂""",uninvolved
Baase ijjaandina maatha.. podu sayyere apuja,discouraging hope
"Wow wonderful bagavather,",encouraging hope
Super prashamsa kaup,discouraging hope
Last ge la kas dayg madme malth koryer😂 money is important 😂❤,uninvolved
Shey ayena avasteye 🙁🙁,uninvolved
Yabbaaaa rakkilekka thinpunu🤮,discouraging hope
Sundara bangadi spr,encouraging hope
Ninna ajji Pukuli maaya,discouraging hope
Santhu na face launch  malple bro,uninvolved
Ath malla baleg meese badind,uninvolved
Thigalda kattada pukuliya ayena😂😂,uninvolved
Guru anna music la superrrr,encouraging hope
ode podittar marayre,blended hope
Dada cmdy ye 🙂💫,uninvolved
Pls samara sarathi episodes upload malpule..,encouraging hope
Tulu gottitnaklenu paadle. Englisugu kirmbel bai. Niklena soddu yavu. Niklena tulu cinemada leka kare onduji.,blended hope
V4 d Double meaning ijjandhina first concept,encouraging hope
"ಗಗ್ಗರ ದೈವದ ಪದಿನಾಜಿ ಕಟ್ಟ್ ಕಟ್ಲೆ‌ಡ್ ಒಂಜಿ. ಉಂದು ದೈವ ನರ್ತನೊದ ಪೊರ್ತುಡು ಕಾರ್‌ಗ್ ಕಟ್ಟುನ ಗೆಜ್ಜೆದಂಚಿನ ಒಂಜಿ ಸೊತ್ತು. ಉಂದು ಓಡೊದ ರೂಪೊಡು ಇತ್ತ್‌ದ್ ಉಲಯಿಡ್ ಗಿಜಿ ಗಿಜಿ ಸಬ್ದ ಬರ್ಪುನ ಕಾಯಿಲು ಉಪ್ಪುವ. ಕಾರ್‌ಗ್ ಗಗ್ಗರ ದೀಪುನೆ ದುಂಬು ದೈವಪಾತ್ರಿ ಕೈಟ್ ಗಗ್ಗರ ಪತ್ತ್‌ದ್ ಅಬ್ಬರೊಡು ನಲ್ಪುವೆರ್.
#KooInTulu
#TuluvaAntiques ",uninvolved
Comedy edde undu aanda,encouraging hope
"Tulu palatal consonant: ca, ಚ, ച

#TuluBaravu
#ReviveTuluScript ",uninvolved
Hd dvd epa barpundu,blended hope
Devadas sir voice superrrr,encouraging hope
ar yepala superr act mlupuver dinesh kodapadavu,encouraging hope
"""YouTubed      Live ale superchat korpa",uninvolved
"Sir , Devadas Kapikad merna ""Bale Thelipuga "" (Audio) tulu nataka ithnda padle plz",encouraging hope
"next Dabang 3 and Yeh dil hai mushkil film da review manpule.""",uninvolved
Arvind bolar na mast yedde aathnd,encouraging hope
"ಕರ್ನಾಟಕದ‌ ಪೊಸ ರಾಜ್ಯಪಾಲೆ ರ್ ಆದ್ ತಾವರ್‌ಚಂದ್ ಗೆಹ್ಲೋಟ್​ ನೇಮಕ ಆತೇರ್. 
@TCGEHLOT @TcGehlotOffice ಮೇರೆಗ್ ಎಡ್ದೆಪುಲು! 

ತುಳು ಕಾಯಕ ವರ್ಸ ಆದ್ 2021 ಇಸವಿಡ್ ತುಳುನು ಕರ್ನಾಟಕೊದ ""ರಾಜ್ಯ ಭಾಷೆ"" ಮಲ್ಪೋಡು ಉಂದು ಮಾತ ತುಳುವೆರ್ನ ಆಶಯೊ. 
#TuluOfficialinKA_KL ",blended hope
"""ಎಂಚಿ ಪುಕುಲಿದ ಸಾಂಗ್ ಮಾರೇ😭😀😂",uninvolved
Om  Swami guliga Deva 🙏,uninvolved
Baari sokuda skit,encouraging hope
Nice bagundhi tulu comedy kusi athindu,encouraging hope
"Enna onji question undu dayeg onji movie na 4thundu dayeg maltara avonji panoliya???""",uninvolved
Premier Show Yepa?,uninvolved
Please uplod parvati natka,encouraging hope
"Malpodchi.      But nice""",blended hope
"ಕೋಡೆದ ಕೇನ್ಪುದ ಸದು(ಉತ್ತರ)
#ತುಳುಕೇನ್ಪು
#KooInTulu ",uninvolved
Daily siriyel padle please,discouraging hope
Ayyyoooo devare... Thelth thelth saakand...,discouraging hope
Dabba latpotu comidiy,discouraging hope
Karma ninna .starting bodchitund karmada introduction,blended hope
. Aglena dance super....,encouraging hope
ನಿಕಲ ಈ ಅಬತರೊರ್ದೆ ಇನಿ ಬೊಡ್ಚಾಂದಿನ ಎಡಿಟ್ಸ್ ಮಾತ ನಮ್ಮ ಕಣ್ಣೆದುರು ಬರೊಂದುಂಡು...,blended hope
Poppa nd budni ijjinda nurthu kerthuve,blended hope
Tuluthagulu like manpi,encouraging hope
All the best Arjun Anna Abi bro,encouraging hope
"Undo Malayalam dramada cope', ""anchor over confidence .i don't like it",discouraging hope
Churulaa comedy eji a,blended hope
13:35 amme barad amme barad,blended hope
Bete clip padle undu natakada nandalike d atina,encouraging hope
jai tulu nadu from barkuru nalumeda solmelu,encouraging hope
"""Ath, Pukuli panda dada maraya ayena bhashed...! 🥺",uninvolved
Cycle lakkad shimogad marunu,uninvolved
Kona mapaka baskara,uninvolved
ಸೂಪರ್ athnd ಅಣ್ಣ,encouraging hope
Stand up comedy malpele plz waiting,uninvolved
Santhu da goa rdh dala kanare panle ireg,uninvolved
Comment section cracked me up  Tuluverna Makkar,uninvolved
Padil Anna Super,discouraging hope
Emotion daa loose motion like ittaanda,discouraging hope
"Consonant: ṣa, ಷ, ഷ

#TuluBaravu
#ReviveTuluScript ",uninvolved
"ವೆಂಕಪಣ್ಣನ ತೋಟಾಗ್ ಕಂಗುಗ್ ನೀರ್ ತೇಪರೆ ಉಂಡು""",uninvolved
Next dating da pura aunty ottige bodchi arpith boss.. 😃,uninvolved
Monene thupuje Padilla navin d padill ayeg hekttinge gothuje,blended hope
ಓರಿಯಾನು ತುಂಡಾ ಓರಿಯಾಗಪೂಜಿ ಚಲನಚಿತ್ರ ಹಾಕಿರಿ,uninvolved
Suprrr undu yan purala Mumbai d Thupe,encouraging hope
Pukuli maya anda,uninvolved
Avule olpana birkudu ipodu sari nadla maare🤣🤣,uninvolved
Comedye ejji:-( r,discouraging hope
Puura ok...bt aa board dd derpun...avve comedy aapun..karmada show...,blended hope
Troll page dakleg content tikknd,uninvolved
"Yedde serial', ""It's awesome"", 'sprb",encouraging hope
Ajji so cute very good performance,encouraging hope
Yn yelya epunaga cassett kanath kenondithina nenapapund ...tq ....,encouraging hope
superb... punches edde ethnd... best of luck..,encouraging hope
Swami koragajja erene ashirvada poorlena mitt uppad,encouraging hope
For the first time nikul video upload malthudh 1 minuted thoothe,encouraging hope
ಆಯೇನ ಪುಕುಲಿ ಕಾರ್ಲ d ಉಂಡುಯೆ,uninvolved
Eeth etthara baakil eer saavgu deethina,blended hope
No.1 comedy team,encouraging hope
Hahahahaha masth comedy undu,encouraging hope
"Consonant: ra, ರ, ര

#TuluBaravu
#ReviveTuluScript ",uninvolved
laik athd hero n barit kullad comedy,encouraging hope
E season 7 ayini padhle,uninvolved
chotu win aathini keerthesh ithinayidhavara,blended hope
Jai Tulu Appe,encouraging hope
Super super super comedy yee..,encouraging hope
Next part unde?,uninvolved
Eren tv d tooye eni,uninvolved
Swantha malpne anna dayeg remake mantd nachikettere,blended hope
"RT @Mahimulki: ಇನಿ ತುಳುವೆರ್ ಕೇಂಡಿನೆಕ್ಕ್ ಸದು ಕೊರಂದೆ, ಈಯೋಡಾವಡ್ ಮೂವೊಡಾವಡ್ ಮುನ್ನೊಡಾವಡ್ ಮಾತಾ ನಮಡನೇ ಉಪ್ಪುನಗಲಾ ಒಂಜಿ ಮಾನಾದಿಗೆ ಕೊರಿಯರೆ ಆವಂದೆ, ತುಳುವೆ…",blended hope
Sharthere full nataka padle,encouraging hope
"ತುಲು ಬಾಸೆದ ಮಾನಾದಿಗೆಗಾದ್ ಕುಡುಮಡ್ ಸುಗಿಪು

#Kuduma #dharmasthalatemple  #JaiTulunas #Dharmasthala #TuluOfficialinKA_KL ",uninvolved
Extra pukuli ethenakulu... Ayeg korle... Plz,discouraging hope
Ee ajjida balli marre....!! Papada ajji.....,blended hope
Love from bellare,encouraging hope
Imbyana pukuli du dimple unduge eregandala this thikunda panle,uninvolved
Ee vedio n tuvanaga romanchana appund,encouraging hope
super undu mararee extrodinarii,encouraging hope
"ಒಡಿಪು ಜಿಲ್ಲೆದ ಅಪಾರ ಜಿಲ್ಲಾಧಿಕಾರಿಲೆನ್ ಭೇಟಿ ಆದ್ ಜಿಲ್ಲಾಧಿಕಾರಿಲು ತುಲುನಾಡ್‌ದ ನಾಗರಪಂಚೆಮಿಗ್ ಸಾರ್ವತ್ರಿಕ ಸರಕಾರಿ ರಜೆ ಘೋಷಣೆ ಮಲ್ಪೊಡು ಪಂದ್ ಅರಿಕೆ ಮಲ್ತಿನ ಪೊರ್ತು 

#JaiTulunad #TuluScript #TuluLipi #TuluScriptNameBoard #Vidyakumari    #Tulu #Tulunad ",uninvolved
ಎಂಚಿ ಪೊಣ್ಣು ಎಂಚಿ ಅಣು 😂😂😂😂😂😂😂😂😂😂😂,blended hope
Pura ninna ne 🤣🤣🤣🤣🤣🤣🤣🤣,uninvolved
"Pukuli fans like , dada savv song marre",discouraging hope
ಬೊರ್ಚಿ ಬೊರ್ಚಿ.. ಒಂಜಿ ಪುಚ್ಚೆದನೇ ಯಾರುಂಡ್,uninvolved
"But """"Tu doodu Du toodu""""(Docomo) miss aandu 😛""",uninvolved
Sandeep sir please eren meet avodu,encouraging hope
Namaskara kudla luv u guys solmelu telth telth kannud neeru bathnd,encouraging hope
Middle du vedio da audio ne ejji,blended hope
"Devergu ....koti chennayer nu comedy manpere ballithundu,,thappu manthar",discouraging hope
Nithin superb actor.,encouraging hope
Nanala onthe jasthi tym mnpule,blended hope
"ಬಂಟ್ವಾಳದ ಭಂಡಾರಬೆಟ್ಟುಡು ತುಲು ಲಿಪಿ ಪರೀಕ್ಷೆ
#TuluScriptLearningClass
#BaleTuluLipiKalpuga #TuluScriptExam #TuluLipi #TuluBaravu #TuluScript
#JaiTulunad #TuluBarahu #TuluAcademy #Bantwala #Bhandaribettu ",uninvolved
Big fan #q&a dha vedio manpule plz,encouraging hope
Naku dever uller nataka audio padle ye plz,uninvolved
Avad !! Hindi daye rayise nana nama MIK raishga,encouraging hope
Daitha und trailor aaa,blended hope
"ತುಳುನಾಡ್‌ದ ಆಧುನಿಕ ಕಂಬುಲನ್ ಎನ್ ಗುಣಪಾಲ್ ಜೈನೆರ್ ಬಜಗೋಳಿಡ್ ನಡಪಾದಿತ್ತೆರ್.
#KooInTulu ",uninvolved
2 ಎಕ್ರೆ Film da BRO...... 🔥🔥🤩,uninvolved
Ir budle Dani peeeeee Hd malthdhar soud effect de gothapundu.,blended hope
Super act. Tulu show ainairdara tulu tte comm   t manpule.,encouraging hope
Full movie upload malpule plzzzzzzzz,encouraging hope
Lingappa acharina love sc   e baari edde sand.lingappana danceg bhagavaterna excell   t bhagavatige.,encouraging hope
olthu peji kanapar nen matha.. seriously thelth thelth sakand.. all the best..,encouraging hope
Olu naadne imbena pukulinu,uninvolved
dala unda da ottugu aah silver play button la sale g unda😂😆😆,uninvolved
Ullai langa paduna borchi pande,uninvolved
"Yedde athnd,,all De best",encouraging hope
Pukuli ath kicholi,discouraging hope
Mella pater nayi...,blended hope
"ಗುರುಪುರದ ಶ್ರೀ ನೀಲಕಂಠೇಶ್ವರ ದೇವಲ್ಯ ಬೊಕ್ಕ ಜಂಗಮ ಮಠ ತುಳುನಾಡ್‌ಡ್ ಉಪ್ಪುನ ಕೆಲವೇ ಜಂಗಮ ಮಠೊಲೆಡ್ ಒಂಜಾದುಂಡು.

#ನಮ್ಮ_ಊರು
#KooInTulu ",uninvolved
My name is annapa tulu movie upload manpule bro please,discouraging hope
Aravind bolar ejjanda film boring anthu sure aar king of comidy,encouraging hope
Long time episode barad..good all comedy actors& good team. Jai tulunad️,encouraging hope
Yan 4 class d uppunaga kallamundkur du thutina cha parka thandada suruta drama,blended hope
Super osm appe,encouraging hope
Kudlag balambe pukkuli onjatth savira thikkundu.nepalad pukkuli thikandh...,uninvolved
"ಜನಸಾಮಾನ್ಯಗ್‌ಲಾ ಅರ್ಥ ಆಪಿನಲೆಕ ಹರಿಸ್ಚಂದ್ರ ಕಾವ್ಯೊನ್ ತುಳುಟ್ ಬರೆಯಿನಾರ್ ಕೆಲಿಂಜ ಸೀತಾರಾಮ ಆಳ್ವೆರ್.
#KooInTulu
#ನಿಕುಲೆಗ್_ಗೊತ್ತುಂಡಾ? ",uninvolved
sakath \xa0hot \xa0maga.........chotu \xa0 superb \xa0anna........song \xa0very \xa0spl...god \xa0bless,uninvolved
Yenchina saav mbyaaa,blended hope
Munduvarida bagha ondu... baari laik undu,encouraging hope
masth porluda song. e songnu kenaga nalipugand apundu suprrrrrb i love this song...,encouraging hope
Bhaari porlathnd.. nanath eddedde project barad.. edde aavad,encouraging hope
Carl's bokka corona mix aayini ge atha😂😂🙌🙌,uninvolved
Ravi rama kunja sir na camedy super,encouraging hope
season 4 aath laikh ijji keep it up,blended hope
"ಕುಡ್ಲಡ್ ತುಲು ಬರವು ಅಭಿಯಾನ

#TuluScriptNameBoard #TuluScript #TuluLipi #TuluBaravu #TuluBarahu #JaiTulunad #Kudla #Tulunad #Tulu ",uninvolved
Yan yenna nepali friend da meaning kende...aleg already tulu meaning la gothithnd😂😂,uninvolved
Voice yadde aand,discouraging hope
"ಜೈ ತುಲುನಾಡ್ (ರಿ.) ಕೂಟದ ತೆರಪು ಒಕ್ಕೆಲ್

#JaiTulunad #HeadOffice #Mulki #Tulu #Tulunad ",uninvolved
"Address panle studio barpe""",uninvolved
"edde script korle anna, making zero",discouraging hope
Nikleg kannaklen buuded bethe erla thikujer byrile avoda,discouraging hope
Dhagalu baajilu film padle,discouraging hope
Obeana pukuli song bainkera hit👍,uninvolved
Murani ye maltha bhai❤️,uninvolved
sabbas boss n la ottige kulladharatha,blended hope
Madhime tulu film padhile,discouraging hope
ಅಮ್ಮೆರೇಡ ಮಲ್ಲ ಬೇಡಿ ಇತ್ಡ....🤣,uninvolved
"ಸುರತ್ಕಲ್ ಪೊಂಗಾರ್‌ಡ್ ತುಲು ಲಿಪಿ ಕಲ್ಪುನ ಅವಕಾಶ



#TuluScriptLearningClass #TuluLipi #Tulu #Tulubaravu #TulScript #TuluBarahu #jaiTulunad #BTLK #KarnatalaTuluSahithyaAcademy #BaleTuluLipiKalpuga #Ponnagiri #Pongar #Surathkal",uninvolved
"ತುಳುನಾಡ್‌ಡ್ ಆಟಿದ ಅಮಾಸೆ ಬತ್ತ್ಂಡ್ ಪಂದ್ ಆಂಡ ಪಾಲೆದ ಕೆತ್ತೆದ ಕಷಾಯ ಬೊಕ್ಕ ಮೆತ್ತೆದ ಗಂಜಿ ಉನ್ಪುನ ಅಭ್ಯಾಸ ಉಂಡು. ಮೆತ್ತೆದ ಗಂಜಿ ತಿಂಡ ಕಸಾಯದ ಮಾತಾ ಗುಣೊಕುಲ್ ನಮಕ್ ತಿಕ್ಕುಂಡು ಪನ್ಪಿ ನಂಬೊಲಿಗೆ ಉಂಡು. 

#ನಮ್ಮ_ತೆನಸ್
#KooInTulu ",uninvolved
bari ede andu,encouraging hope
Kalagonchil da onji thelikeda gonchil....thuyinath yavuji.....super....top athnd.....,encouraging hope
"Baari porlu,da Telipaale show",encouraging hope
E episode da making video ijja? ittnda upload manpule,uninvolved
Super arpit..mange malpodchi..,blended hope
ಬಡ್ಡಿ ಕಮಲನ ಕೈಟ್ ಸ್ಲೇಟ್,blended hope
Yedde Aanaga Join Aaka Arpith Bhai,encouraging hope
Pukuli panda 'darling' ge 😂 maya panda 'love' ge 😀,uninvolved
Nikkla naalayi ara paadoda ath sama paatherwaara,discouraging hope
"ತನ್ಕುಲೆ ಬುಲೆಕ್ಲೆಗ್ ಕಣ್ಣ್ ಬೂರ್ಯೆರ ಬಲ್ಲಿ, ಸೀಕ್ ಬರ್ರೆ ಬಲ್ಲಿ ಪಂದ್ ಆಟಿದ ಅಮಾಸೆದಾನಿ ಕಾಯೆರ್ ಅತ್ತ್ಂಡ ಕಳ್ಳಿನ್ ಕಂಡೊಡ್ ನಡ್ಪುನ ಕಿರಮ ತುಳುವೆರೆಡ ಉಂಡು.
#ಆಟಿದ_ಅಮಾಸೆ
#KooInTulu ",uninvolved
Ayena pukli maya aathnd ge,uninvolved
Finaly date fix mallthr,uninvolved
Yan masth telithna comedy undhe...,encouraging hope
"ಮಾರ್ನೆಮಿದ ಮೂಜನೆ ದಿನ ಚಂದ್ರಘಂಟಾ ದೇವಿನ ಆರಾಧನೆ ನಡಪುಂಡು. ದುರ್ಗಾ ಮಾತೆನ ರೌದ್ರ ಸ್ವರೂಪ ಉಂದು ಪಂದ್ ಪನ್ಪೆರ್.ಚಂದ್ರಘಂಟಾ ಪಂಡ ಚಂದ್ರ ನ್ ತರೆಟ್ ದೀವೊನ್ದಿನಾರ್ ಪಂದ್ ಅರ್ಥ. ಈ ದೇವಿನ್ ಚಂದ್ರಿಕಾ,ರಣಚಂಡಿ ಪಂದ್ ಲ ಲೆಪ್ಪುವೆರ್.
ದುಷ್ಟಶಕ್ತಿಲೆನ ಸಂಹಾರಕಿ ಆದ್ ಭಕ್ತೆರೆನ್ ಕಾಪುನ ಅಪ್ಪೆ ಆದ್ ದೇವಿನ್ ನಂಬುವೆರ್.

#ಮಾರ್ನೆಮಿ ",uninvolved
IPL bage video plz,uninvolved
Sunday aitwara dani koori da chicken chilly....,uninvolved
full movie upload malpule,encouraging hope
Bele ijjainakl idhen thuvodathe,discouraging hope
love u ajji,encouraging hope
wow super jai tulunad,encouraging hope
Kushi aand masth,encouraging hope
Masthu yedde klsa mlthar.,encouraging hope
Erna pukuli... morning etunda,discouraging hope
America da TV show da copy malayalam dakulu copy maltini jim Carrey na,uninvolved
Ernonji vait thundala ullar,uninvolved
Mast laik athnd,encouraging hope
musth comedy sir,encouraging hope
Suuuuperb lokanna and teamm,encouraging hope
Investors bethe menter bethe marre santhuuuu😁😁,uninvolved
wow suprbbb al the best harini kalavidereg,encouraging hope
Imbena enchi pukuli da padya mare,discouraging hope
""" @mediaworldkannada2239  yan 2 thingolrd dumbu 5 sala movie tuye .",uninvolved
Super yakshagana comedy,encouraging hope
Sir er na pudar Dada????,uninvolved
"ಕಾಸ್ರೋಡ್‌ದ ಕಾಟುಕುಕ್ಕೆಡ್ ನಡತಿನ ಬಲೆ‌ ತುಲು ಲಿಪಿ ಕಲ್ಪುಗ ಕಜ್ಜಕೊಟ್ಯದ ಮುಗಿತಲ ಲೇಸ್

#ಕಾಟ್‌ಕುಕ್ಕೆ

#TuluScriptExam
#TuluScriptLearningClass
#BTLK #BaleTuluLipiKalpuga
#TuluScript #TuluLipi #TuluBaravu #TuluBarahu #JaiTulunad #TuluAcademy #Tulunad #Kasrod #Kasaragod #Katkukke ",uninvolved
"ತುಳು ಬರವುಮಾಲೆದ 16ನೇ ಅಚ್ಚರ: Ō, ಓ, ഓ

#TuluBaravu
#ReviveTuluScript ",uninvolved
Dada mare poona na voice depule ye,discouraging hope
boka er ovu language d cmnt malthini...,uninvolved
Arvind annana pukuli kaavoli da mel d kuludu pothudini athe,uninvolved
Enchi pukulida song maare,discouraging hope
Ahahahahah baari comidy.... Yank telth telth banji bene aand,encouraging hope
ಸ್ವಾಮಿ ಅಜ್ಜ ಕಾಪುಲೆ,encouraging hope
"ಬೊಲ್ತೇರ್ ತಾಲೂಕುಡು ನಡತ್ತೊಂದುಪ್ಪುನ #ತುಲು_ಗಲಸ್‌ಗ ಅಭಿಯಾನ

#TuluScript #TuluLipi #TuluBaravu #TuluBarahu #Tulu #Tulunad #Bolther #Tulunad #JaiTulunad #TuluScriptNameBoard ",uninvolved
Cha parka thandodha 50 ne drama....super drama,discouraging hope
Boda pukuli korka maraya eth bodu pukuli Nik hahahaha pukuli pukuli,discouraging hope
Wah! daada talent.super,encouraging hope
"Tulu palatal consonant: jha

#TuluBaravu
#ReviveTuluScript ",uninvolved
"Yenna trust koragajja.yenna jeeva poyineta ajjan yapala sugipuve,",encouraging hope
"Chikkadagi, chokkavagittu, Kotich   naya, Prasanga, kalaaviderg, and, himmela, mummeladakleg, poora,",uninvolved
Madme enk att .poppag ye..,blended hope
"""6 gante baari late andye.",uninvolved
ತೆಲ್ತ್ ತೆಲ್ತ್ ಸಾಕಾಂಡ್,discouraging hope
Swami ajjaeere kapule,encouraging hope
really masth edde actors mukulu...best comedy...whole team work superb...,encouraging hope
"ಪರ ಊರು ಬಡಕಾಯಿ ಭಾರತೊಡ್ದು ತುಳುನಾಡ್‌ಗ್ ಬೆನರೆ ಬೈದಿನಕುಲು ತುಳು ಭಾಸೆನ್ ಕಲ್ತ್‌ದ್ ಪಾತೆರುವೆರ್.
ಮೂಡಾಯಿಡ್ ಇತ್ತಿನ ಕರುನಾಡ್ ದ ಕನ್ನಡಿಗೆರ್ ಬೊಕ್ಕ ತೆಂಕಯಿ ಕೆರಳೊಡ್‌ದು ಬೈದಿನ ಮಲೆಯಾಲೆರ್ಲಾ ಇಂಚಿನೆ #Tulu ತುಳು ಕಲ್ತ್‌ದ್ ಪಾತೆರಿಯೆರ್ಡ ತುಳುನಾಡೆರೆಗ್ಲ ಕುಸಿ ಆಪುಂಡು ತೂದು.
#TuluKalpule #TuluPaaterle #TuluOripaale",blended hope
Mnglr club dalpada,uninvolved
4:53 naramani buddi batthibokkane haal aayini..🤣,blended hope
nanala enchina episod barod,encouraging hope
Enta saavu idu pukuli,discouraging hope
undu yadde aathijji copy for devudas kapikad,blended hope
"ಬಡಕಾಯಿ ಕುಡ್ಲದ ಶಾಸಕೆರ್ ಶ್ರೀ ಭರತ್ ಶೆಟ್ಟಿ ಮೆರೆಗ್ ಪುಟ್ಟು ಪರ್ಬೊದ ಮೋಕೆದ ಎಡ್ಡೆಪುಲು.
@bharathshetty_y ",uninvolved
Pradeep full jigga mare,discouraging hope
Pukuli maayaand ge saav ayana 😂😂,uninvolved
Namma tulunadu song super sir,encouraging hope
Barri yadde kathe swami koragajja,encouraging hope
Radhe tooyenda bll detonve,blended hope
Bhaga vathike supper,encouraging hope
Super... Yedde athand ... Best wishes to the team....,encouraging hope
Jithesh e daane alpa😂,uninvolved
